manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body_,Display_Resolution,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker ,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Main Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_depth_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_os_ver,platform_chipset_manufacturer,platform_chipset_details,platform_chipset_node,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
apple,apple_ipad_10_2_(2019),GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1620 x 2160 pixels, 4:3 ratio (~264 ppi density)","1080p@30fps, 720p@120fps, HDR","1.2 MP, f/2.2, 31mm (standard)",720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR, LE","GPS, GLONASS (Wi‑Fi + Cellular model only)",No,No,"Lightning, USB 2.0; magnetic connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Up to 10 h (multimedia),"Silver, Gold, Space Gray",About 350 EUR,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 66, 71 - A2200",,"HSPA 42.2/5.76 Mbps, LTE (CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps",PowerVR Series7XT Plus (six-core graphics),HDR,,"A2197, A2200, A2198, iPad7,11, iPad7,12","Glass front, aluminum back, aluminum frame",,HDR,2019,1,8827,0,250.6,174.1,-1,483,2,0,1,0,0,0,0,ips lcd,60,10.2,324.6,74.4,1620,2160,264,ipados,13.1,apple,,,4,2.34,no,128.0,3.0,8
archos,archos_saphir_50x,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA","4.0, A2DP, LE",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass",,Black,About 150 EUR,HSDPA 850 / 900 / 2100 ,"1, 3, 7, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,LED flash,,,,,,2018,1,4000,0,146.6,76.0,-1,210,2,0,1,0,0,1,0,s-ips lcd,60,5.0,68.9,61.9,720,1280,294,android,7.0,mediatek,,,4,1.3,microsdxc,16.0,2.0,8
archos,archos_diamond_alpha,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","4K@30fps, 1080p@30fps","16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,No,"USB Type-C, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Up to 11 h (3G),Black,About 350 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 510,"LED flash, HDR, panorama",,,,,,2017,1,2950,0,146.7,72.5,-1,155,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,70.1,1080,1920,424,android,6.0,qualcomm,,,8,1.4,microsdxc,64.0,4.0,13
archos,archos_diamond_alpha_+,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","4K@30fps, 1080p@30fps","16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm","4K@30fps, 1080p@30fps",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,No,"USB Type-C, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Black, Gold",About 400 EUR,HSDPA 900 / 2100 , LTE (unspecified),,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 510,"LED flash, HDR, panorama",,,,,,2017,1,3000,0,146.7,72.5,-1,155,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,70.1,1080,1920,424,android,6.0,qualcomm,,,8,1.4,microsdxc,128.0,6.0,13
archos,archos_diamond_tab,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1600 x 2560 pixels, 16:10 ratio (~299 ppi density)",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, EDR",GPS,No,No,microUSB 2.0,Accelerometer,,Black,About 300 EUR,HSDPA 900 / 2100 , LTE (unspecified),,"HSPA, LTE",Mali-T860MP4,LED flash,,,,,,2017,1,6600,0,255.0,163.0,-1,510,0,0,0,1,0,0,0,ips lcd,60,10.1,95.8,71.2,1600,2560,299,android,7.0,rockchip,,,4,,microsdxc,64.0,4.0,13
archos,archos_40_titanium,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,Accelerometer,Up to 12 h (2G) / Up to 9 h 30 min (3G),Black,,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400,LED flash,,,,,,2013,1,1500,1,125.0,65.0,-1,124,2,1,0,0,0,0,0,tft,60,4.0,45.5,56.1,480,800,233,android,4.2.2,mediatek,,,2,1.3,microsdhc,4.0,0.512,5
archos,archos_55b_cobalt,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",,Gray,,HSDPA 900 / 2100 , LTE 800 / 1800 / 2100 / 2600,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 304,"LED flash, HDR, panorama",,,,,,2017,1,2600,1,155.0,79.0,-1,188,2,1,0,0,0,1,0,ips lcd,60,5.5,83.4,68.1,720,1280,267,android,6.0,qualcomm,,,4,1.1,microsdxc,32.0,2.0,13
archos,archos_sense_50x,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",1080p@30fps,3 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, LE",GPS,No,No,"microUSB 2.0, OTG","Accelerometer, proximity, compass",,Black,About 170 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T720,LED flash,,,,,,2017,1,3500,0,153.0,78.9,-1,223,2,0,0,0,0,0,0,ips lcd,60,5.0,68.9,57.1,1080,1920,441,android,7.0,mediatek,,,4,1.5,microsdxc,32.0,3.0,8
archos,archos_64_xenon,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"720 x 1280 pixels, 16:9 ratio (~229 ppi density)",720p,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","3.0, A2DP, EDR",GPS,No,No,microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 240 EUR,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,LED flash,,,,,,2014,1,2800,1,170.7,90.6,-1,232,2,0,0,0,0,0,0,ips lcd,60,6.4,112.9,73.0,720,1280,229,android,4.2.2,mediatek,,,4,1.3,microsdhc,4.0,1.0,8
archos,archos_50_platinum,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"540 x 960 pixels, 16:9 ratio (~220 ppi density)",720p,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 12 h 20 min (2G) / Up to 10 h (3G),Black,,HSDPA 900 / 2100 ,,,HSPA 7.2/5.76 Mbps,Adreno 203,"LED flash, HDR",,,,,,2013,1,2000,1,143.4,72.4,-1,160.2,2,1,0,0,0,0,0,ips lcd,60,5.0,68.9,66.4,540,960,220,android,4.1.2,qualcomm,,,4,1.2,microsdhc,4.0,1.0,8
archos,archos_53_titanium,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~185 ppi density)",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","2.1, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,Accelerometer,,Black,,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400,LED flash,,,,,,2013,1,2500,1,152.7,76.6,-1,200,2,1,0,0,0,0,0,tft,60,5.3,77.4,66.2,480,854,185,android,4.2.2,mediatek,,,2,1.3,microsdhc,4.0,0.512,5
archos,archos_50_cobalt,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP",GPS,No,"Stereo FM radio, RDS, recording",microUSB 2.0,"Accelerometer, gyro, proximity",Up to 20 h,Blue/Gray,,HSDPA 900 / 2100 ,"1, 7, 9, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"LED flash, HDR, panorama",,,,,,2016,1,2000,0,141.5,71.5,-1,135,2,0,0,1,0,1,0,ips lcd,60,5.0,68.9,68.1,720,1280,294,android,5.1.1,mediatek,,,4,1.0,microsdxc,8.0,1.0,8
archos,archos_55_cobalt_plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP",GPS,No,"Stereo FM radio, RDS, recording",microUSB 2.0,"Accelerometer, gyro, proximity",Up to 27 h,Blue/Gray,,HSDPA 900 / 2100 ,"1, 7, 9, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"LED flash, HDR, panorama",,,,,,2016,1,2700,0,152.5,77.0,-1,130,2,0,0,1,0,1,0,ips lcd,60,5.5,83.4,71.0,720,1280,267,android,5.1.1,mediatek,,,4,1.0,microsdxc,16.0,2.0,13
archos,archos_45_helium_4g,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 800 pixels, 5:3 ratio (~207 ppi density)",1080p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR, LE","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Up to 9 h (2G) / Up to 7 h (3G),Black,About 230 EUR,HSDPA 900 / 2100  / 1800,"1, 3, 7, 8",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 305,LED flash,,,,,,2014,1,1850,1,135.0,67.0,-1,140,0,0,0,1,0,0,0,ips lcd,60,4.5,57.6,63.7,480,800,207,android,4.3,qualcomm,,,4,1.2,microsdhc,4.0,1.0,5
archos,archos_50_helium_4g,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR, LE","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Up to 10 h (2G) / Up to 8 h (3G),Black,About 280 EUR,HSDPA 900 / 2100  / 1800,"1, 3, 7, 8",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 305,LED flash,,,,,,2014,1,2000,1,145.0,71.5,-1,160,0,0,0,1,0,0,0,ips lcd,60,5.0,68.9,66.5,720,1280,294,android,4.3,qualcomm,,,4,1.2,microsdhc,8.0,1.0,8
archos,archos_53_platinum,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"540 x 960 pixels, 16:9 ratio (~208 ppi density)",720p,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 21 h (2G) / Up to 15 h (3G),Black,,HSDPA 900 / 2100 ,,,HSPA 7.2/5.76 Mbps,Adreno 203,"LED flash, HDR",,,,,,2013,1,2800,1,153.6,78.0,-1,189.9,2,1,0,0,0,0,0,ips lcd,60,5.3,77.4,64.6,540,960,208,android,4.1.2,qualcomm,,,4,1.2,microsdhc,4.0,1.0,8
archos,archos_45_platinum,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"540 x 960 pixels, 16:9 ratio (~245 ppi density)",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 8 h 20 min (2G) / Up to 10 h (3G),Black,,HSDPA 900 / 2100 ,,,HSPA 7.2/5.76 Mbps,Adreno 203,"LED flash, HDR",,,,,,2013,1,1600,1,142.5,71.8,-1,150,2,1,0,0,0,0,0,tft,60,4.5,55.8,54.6,540,960,245,android,4.1.2,qualcomm,,,4,1.2,microsdhc,4.0,1.0,5
archos,archos_50c_oxygen,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 240 EUR,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-450MP4,LED flash,,,,,,2014,1,2000,1,145.0,69.8,-1,140,2,0,0,0,0,0,0,ips lcd,60,5.0,68.9,68.1,720,1280,294,android,4.2.2,mediatek,,,8,1.7,microsdhc,8.0,1.0,8
archos,archos_50b_platinum,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"540 x 960 pixels, 16:9 ratio (~220 ppi density)",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,Black,,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,LED flash,,,,,,2014,1,1900,1,146.8,73.0,-1,160,2,1,0,0,0,0,0,ips lcd,60,5.0,68.9,64.3,540,960,220,android,4.4.2,mediatek,,,4,1.3,microsdhc,4.0,0.512,8
archos,archos_45c_platinum,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,Black; Metallic Blue and Spicy Pink (included),,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,LED flash,,,,,,2014,1,1700,1,133.0,67.5,-1,138,2,1,0,0,0,0,0,ips lcd,60,4.5,55.8,62.2,480,854,218,android,4.4.2,mediatek,,,4,1.3,microsdhc,4.0,0.512,5
archos,archos_40c_titanium,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",720p@30fps,VGA,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR",GPS,No,No,microUSB 2.0,"Accelerometer, proximity",,Black/White,,HSDPA 900 / 2100 - SIM 1 & SIM 2,,,HSPA 21.1/5.76 Mbps,Mali-400,LED flash,,,,,,2014,1,1450,1,126.0,65.0,-1,110,2,0,0,0,0,1,0,lcd,60,4.0,45.5,55.6,480,800,233,android,4.4,mediatek,,,2,1.3,microsdxc,4.0,0.512,5
archos,archos_50_diamond,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1080 x 1920 pixels, 16:9 ratio (~440 ppi density)",1080p@30fps,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,"Black, Electric yellow",About 200 EUR,HSDPA 850 / 900 / 2100 ,"1, 3, 7, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 405,LED flash,,,,,,2014,1,2700,0,146.0,70.4,-1,142,2,0,0,1,0,1,0,ips lcd,60,5.0,69.,67.4,1080,1920,440,android,4.4.4,qualcomm,,,8,1.0,microsdxc,16.0,2.0,16
archos,archos_50d_helium_4g,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,"Dark blue, Black",About 140 EUR,HSDPA 900 / 2100 ,"3, 7, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 305,LED flash,,,,,,2015,1,2100,1,146.0,72.2,-1,154,2,0,0,1,0,1,0,ips lcd,60,5.0,68.9,65.4,720,1280,294,android,5.1,qualcomm,,,4,1.2,microsd,8.0,1.0,13
archos,archos_diamond_s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, LE",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass",,Black,,HSDPA 850 / 900 / 1900 / 2100 ,"3, 7, 20",,"HSPA, LTE",Mali-T720MP3,LED flash,,,,,,2015,1,2300,0,145.0,71.5,-1,118,2,0,0,0,0,0,0,super amoled,60,5.0,68.9,66.5,720,1280,294,android,5.1.1,mediatek,,,8,1.3,microsdxc,16.0,2.0,16
archos,archos_diamond_2_plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",1080p@30fps,"8 MP, f/1.9, 22mm (wide)",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi Direct","4.0, A2DP, LE, EDR, aptX","GPS, GLONASS, BDS",No,Stereo FM radio with RDS; recording,"USB Type-C 3.0, OTG","Fingerprint (front-mounted), accelerometer, proximity, compass",Up to 11 h (3G),Black,About 250 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T860MP2,"Dual-LED dual-tone flash, HDR, panorama",,,,,HDR,2016,1,2950,0,148.3,73.8,-1,193,2,0,0,1,0,1,1,ips lcd,60,5.5,83.4,76.2,1080,1920,401,android,6.0,mediatek,,,8,1.0,microsdxc,64.0,4.0,20.7
archos,archos_50b_cobalt,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",,Gray,,HSDPA 900 / 2100 , LTE 800 / 1800 / 2100 / 2600,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 304,"LED flash, HDR, panorama",,,,,,2017,1,2100,1,144.0,72.0,-1,160,2,1,0,0,0,1,0,ips lcd,60,5.0,68.9,66.5,720,1280,294,android,6.0,qualcomm,,,4,1.1,microsdxc,32.0,2.0,13
archos,archos_45_titanium,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,Accelerometer,,Black,,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400,LED flash,,,,,,2013,1,1680,1,133.8,68.2,-1,152,2,1,0,0,0,0,0,tft,60,4.5,55.8,61.2,480,854,218,android,4.2.2,mediatek,,,2,1.3,microsdhc,4.0,0.512,5
archos,archos_50_oxygen,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",1080p@30fps,5.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR",GPS,No,Stereo FM radio,"microUSB 2.0 (MHL TV-out), OTG","Accelerometer, gyro, proximity, compass",,Black,,HSDPA 900 / 2100 ,,,HSPA 42.2/11.5 Mbps,PowerVR SGX544MP2,LED flash,,,,,LED flash,2013,1,2300,1,143.0,70.5,-1,130,0,0,0,1,0,0,0,ips lcd,60,5.0,68.9,68.4,1080,1920,441,android,4.2.2,mediatek,,,4,1.5,microsdhc,16.0,1.0,13.4
archos,archos_50_titanium,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"540 x 960 pixels, 16:9 ratio (~220 ppi density)",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","2.1, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,Accelerometer,,Black,,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400,LED flash,,,,,,2013,1,2100,1,144.5,73.7,-1,160,2,1,0,1,0,0,0,ips lcd,60,5.0,68.9,64.7,540,960,220,android,4.2.2,mediatek,,,2,1.3,microsdhc,4.0,0.512,5
archos,archos_diamond_plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",1080p@30fps,8 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, LE",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass",,Silver,,HSDPA 850 / 900 / 1900 / 2100 ,"3, 7, 20",,"HSPA, LTE",Mali-T720MP3,LED flash,,,,,,2015,1,2850,0,152.6,76.4,-1,160,2,0,0,0,0,0,1,ips lcd,60,5.5,83.4,71.5,1080,1920,401,android,5.1.1,mediatek,,,8,1.3,microsdxc,16.0,2.0,16
archos,archos_50b_helium_4g,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP",GPS,Yes,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,Black,About 150 EUR,HSDPA 850 / 900 / 2100 ,"1, 3, 7, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 306,LED flash,,,,,,2014,1,2000,1,145.0,71.5,-1,160,2,0,0,1,0,1,0,ips lcd,60,5.0,68.9,66.5,720,1280,294,android,4.4.4,qualcomm,,,4,1.2,microsdxc,8.0,1.0,8
asus,asus_zenfone_2_ze551ml,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",1080p@30fps,"5 MP, f/2.0",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS",Yes,"FM radio, RDS","microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass",,"Osmium Black, Sheer Gold, Glacier Gray, Glamor Red, Ceramic White",About 300 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 5, 8, 9, 18, 19, 28 - Taiwan",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",PowerVR G6430,"Dual-LED dual-tone flash, panorama, HDR",,"Z00AD, Z00A","Glass front (Gorilla Glass 3), plastic back, plastic frame",,,2015,1,3000,0,152.5,77.2,-1,170,2,0,0,1,0,1,0,ips lcd,60,5.5,83.4,70.8,1080,1920,401,android,5.0,intel,,,4,1.8,microsdxc,128.0,4.0,13
asus,asus_zenfone_live_(l1)_za550kl,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)",1080p@30fps,"5 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",,"Space Blue, Rose Pink, Shimmer Gold, Midnight Black",About 100 EUR,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 308,"LED flash, HDR, panorama",,"X00RD, ZA550KL","Glass front, plastic back, plastic frame",,LED flash,2018,1,3000,0,147.3,71.8,-1,140,2,0,1,0,0,1,0,ips lcd,60,5.5,78.1,73.8,720,1440,293,android,8.0,qualcomm,,,4,1.4,microsdxc,32.0,2.0,13
