manufacturer,device,has_jack,has_loudspeaker,has_stereo,has_dual,average_dollar_price,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_cpu_count,platform_cpu_speed_ghz,memory_internal_storage,memory_ram,main_camera_single_mp
blackberry,blackberry_playbook,1,1,1,0,128.4,2010,1,5300,0,194,130,425,0,0,0,0,0,0,0,tft,60,7,137.9,54.7,600,1024,170,blackberry,2,1,64,1,5
blackberry,blackberry_storm_9530,1,1,0,0,107,2008,1,1400,1,112.5,62.2,155,0,1,0,0,0,0,0,tft,60,3.25,32.7,46.7,360,480,185,blackberry,,0.011,1,0.128,3.15
blackview,blackview_tab_16,0,1,1,0,181.9,2023,1,7680,0,260.1,164.7,533,2,0,1,0,0,1,1,ips lcd,60,11,344.4,80.4,1200,2000,212,android,8,1.8,256,8,13
blackview,blackview_active_8_pro,1,1,1,0,235.4,2023,1,22000,0,256.3,165.8,976,2,0,1,0,0,1,1,ips lcd,60,10.36,305.5,71.9,1200,2000,225,android,8,2,256,8,48
blackview,blackview_tab_15,0,1,1,0,246.1,2022,1,8280,0,246.4,161.5,525,2,0,1,0,0,1,1,ips lcd,60,10.5,319.7,80.3,1200,1920,216,android,8,1.8,128,8,13
blackview,blackview_tab_8,1,1,0,0,160.5,2020,1,6580,0,243.6,162.4,600,2,0,1,0,0,1,0,ips lcd,60,10.1,95.8,74.8,1200,1920,224,android,8,1.2,64,4,13
blackview,blackview_tab_12_pro,1,1,1,0,171.2,2023,1,6580,0,238.5,157.5,430,2,0,1,0,0,1,1,ips lcd,60,10.1,95.8,78.7,1200,1920,224,android,8,1.6,128,8,13
blackview,blackview_tab_12,1,1,1,0,171.2,2022,1,6580,0,238.5,157.5,430,2,0,1,0,0,1,0,ips lcd,60,10.1,95.8,78.7,1200,1920,224,android,8,1.2,64,4,13
blackview,blackview_tab_7,1,1,0,0,149.8,2022,1,6580,0,241.3,160,536,2,0,1,0,0,1,1,ips lcd,60,10.1,95.8,76.6,800,1280,149,android,4,1.8,32,3,5
blackview,blackview_tab_10,0,1,0,0,192.6,2021,1,7480,0,243,162,523,2,0,1,0,0,1,0,ips lcd,60,10.1,95.8,75.1,1200,1920,224,android,8,2,64,4,13
blackview,blackview_tab_6,1,1,0,0,128.4,2021,1,5580,0,207.6,124,365,2,0,1,0,0,1,0,ips lcd,60,8,185.6,72.1,800,1280,189,android,4,1.8,32,3,5
blu,blu_view_3,1,1,0,0,53.5,2021,1,3400,0,160.2,76.7,178,0,0,1,0,0,0,0,ips lcd,60,6,92.9,75.6,720,1440,268,android,8,2,32,3,13
blu,blu_vivo_8,1,1,0,0,267.5,2017,1,4010,0,154.5,76.5,180,2,0,1,1,0,1,0,ips lcd,60,5.5,83.4,70.6,1080,1920,401,android,8,1,64,4,13
blu,blu_vivo_one_plus,1,1,0,0,171.2,2018,1,4000,0,164.8,76.7,173,2,0,1,1,0,1,0,ips lcd,60,6,92.9,73.5,720,1440,268,android,4,1.3,16,2,13
bq,bq_aquaris_x,1,1,0,0,310.3,2017,1,3100,0,146.5,72.7,153,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,70,1080,1920,424,android,8,2.2,32,3,16
bq,bq__aquaris_m10,1,1,1,0,246.1,2015,1,7280,0,246,171,470,0,0,0,0,0,0,0,ips lcd,60,10.1,95.8,70.3,800,1280,149,android,4,1.3,16,2,5
bq,bq_aquaris_x_pro,1,1,0,0,395.9,2017,1,3100,0,146.5,72.7,158,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,70,1080,1920,424,android,8,2.2,128,4,12
bq,bq_aquaris_x5_plus,1,1,0,0,321,2016,1,3200,0,145,70,145,2,0,1,0,0,1,0,ips lcd,60,5,68.9,67.9,1080,1920,441,android,8,1.4,32,3,16
bq,bq_aquaris_x5,1,1,0,0,246.1,2015,1,2900,0,144.4,70.5,148,2,0,1,0,0,1,0,ips lcd,60,5,68.9,67.7,720,1280,294,android,4,1.4,32,3,13
bq,bq_aquaris_u,1,1,0,0,203.3,2016,1,3080,0,145,71.5,140,2,0,1,0,0,1,1,ips lcd,60,5,68.9,66.5,720,1280,294,android,8,1.4,16,2,13
bq,bq_aquaris_m5,1,1,0,0,278.2,2015,1,3120,0,143,69.4,144,2,0,0,1,0,1,0,ips lcd,60,5,68.9,69.4,1080,1920,441,android,8,1,32,3,13
bq,bq_aquaris_e5s,1,1,0,0,224.7,2015,1,2850,0,143.2,72.2,139,2,0,0,1,0,1,0,ips lcd,60,5,68.9,66.7,720,1280,294,android,4,1.4,16,2,13
bq,bq_aquaris_u2_lite,1,1,0,0,181.9,2017,1,3100,0,148.1,72.9,155,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,69,720,1280,282,android,4,1.4,16,2,8
bq,bq_aquaris_v,1,1,0,0,224.7,2017,1,3100,0,148.1,73,165,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,68.9,720,1280,282,android,8,1.4,64,4,12
bq,bq_aquaris_u_plus,1,1,0,0,235.4,2016,1,3050,0,143.2,72.2,139,2,0,1,0,0,1,1,ips lcd,60,5,68.9,66.7,720,1280,294,android,8,1.4,32,3,16
bq,bq_aquaris_v_plus,1,1,0,0,278.2,2017,1,3400,0,152.3,76.7,183,2,0,1,0,0,1,1,ips lcd,60,5.5,83.4,71.4,1080,1920,401,android,8,1.4,64,4,12
bq,bq_aquaris_u2,1,1,0,0,203.3,2017,1,3100,0,148.1,72.9,155,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,69,720,1280,282,android,8,1.4,32,3,13
bq,bq_aquaris_vs_plus,1,1,0,0,246.1,2018,1,3400,0,152.3,76.7,183,2,0,1,0,0,1,1,ips lcd,60,5.5,83.4,71.4,1080,1920,401,android,8,1.4,64,4,12
bq,bq_aquaris_m5_5,1,1,0,0,321,2015,1,3620,0,151.8,75.5,162,2,0,0,1,0,1,0,ips lcd,60,5.5,83.4,72.8,1080,1920,401,android,8,1,32,3,13
bq,bq_aquaris_u_lite,1,1,0,0,171.2,2016,1,3080,0,145,71.5,140,2,0,1,0,0,1,1,ips lcd,60,5,68.9,66.5,720,1280,294,android,4,1.4,16,2,8
bq,bq_aquaris_m4_5,1,1,0,0,192.6,2015,1,2470,0,131.8,63.5,115,2,0,0,1,0,1,0,ips lcd,60,4.5,55.8,66.7,540,960,245,android,4,1,16,2,8
bq,bq_aquaris_vs,1,1,0,0,203.3,2018,1,3100,0,148.1,73,165,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,68.9,720,1280,282,android,8,1.4,64,4,12
cat,cat_s60,1,1,0,0,695.5,2016,1,3800,0,147.9,73.4,223,2,0,1,0,0,1,0,a-si ahva,60,4.7,60.9,56.1,720,1280,312,android,8,1.5,32,3,13
cat,cat_s42,1,1,0,0,321,2020,1,4200,0,161.4,77.3,220,1,0,1,0,0,0,0,ips lcd,60,5.5,78.1,62.6,720,1440,293,android,4,1.8,32,3,13
cat,cat_s42_h+,1,1,0,0,246.1,2021,1,4200,0,161.3,77.2,220,2,0,1,0,0,1,0,ips lcd,60,5.5,78.1,62.7,720,1440,293,android,4,1.8,32,3,13
cat,cat_s61,1,1,0,0,963,2018,1,4500,0,163,78,250,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,58.6,1080,1920,424,android,8,2.2,64,4,16
cat,cat_b35,1,1,0,0,117.7,2018,1,2300,0,138,60,130,1,0,1,0,0,0,0,tft,60,2.4,17.8,21.5,240,320,167,kaios,2,1.3,4,0.512,2
cat,cat_s41,1,1,0,0,481.5,2017,1,5000,0,152,75,218,1,0,1,0,0,0,0,tft,60,5,68.9,60.5,1080,1920,441,android,8,1.6,32,3,13
cat,cat_s52,1,1,0,0,470.8,2019,1,3100,0,158.1,76.6,210,1,0,1,0,0,0,0,ips lcd,60,5.65,82.4,68,720,1440,285,android,8,1.8,64,4,12
cat,cat_s31,1,1,0,0,353.1,2017,1,4000,0,146,74.4,200,1,0,1,0,0,0,0,tft,60,4.7,60.9,56.1,720,1280,312,android,4,1.3,16,2,8
cat,cat_s40,1,1,0,0,470.8,2015,1,3000,0,144.9,74.1,185,0,0,1,0,0,0,0,ips lcd,60,4.7,60.9,56.7,540,960,234,android,4,1.1,16,1,8
cat,cat_s30,1,1,0,0,363.8,2015,1,3000,0,141.9,72.7,181,0,0,1,0,0,0,0,tft,60,4.5,55.8,54.1,480,854,218,android,4,1.1,8,1,5
cat,cat_b15,1,1,0,0,267.5,2013,1,2000,0,125,69.5,170,2,0,0,0,0,0,0,tft,60,4,45.5,52.4,480,800,233,android,2,1,4,0.512,5
cat,cat_s50,1,1,0,0,492.2,2014,1,2630,0,144.5,77,185,0,0,0,1,0,0,0,ips lcd,60,4.7,60.9,54.7,720,1280,312,android,4,1.2,8,2,8
cat,cat_b15_q,1,1,0,0,342.4,2014,1,2000,1,125,69.5,170,2,1,0,0,0,1,0,tft,60,4,45.5,52.4,480,800,233,android,4,1.3,4,1,5
celkon,celkon_a500,1,1,0,0,96.3,2014,1,2000,2,141.4,72.6,147,2,0,0,0,0,0,0,tft,60,5,68.9,67.1,480,854,196,android,2,1.3,8,1,5
celkon,celkon_a119_signature_hd,1,1,0,0,214,2013,1,2100,2,148,74.5,177,2,1,0,0,0,0,0,tft,60,5,68.9,62.5,720,1280,294,android,2,1,0,1,12
coolpad,coolpad_cool1_dual,1,1,0,0,214,2016,1,4060,0,152,74.8,167,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,73.3,1080,1920,401,android,8,1.8,64,4,13
coolpad,coolpad_note_5,1,1,0,0,192.6,2016,1,4010,0,152,75.7,173.4,2,0,0,0,0,0,1,ips lcd,60,5.5,83.4,72.5,1080,1920,401,android,8,1,64,4,13
coolpad,coolpad_note_3_lite,1,1,1,0,117.7,2016,1,2500,0,140.8,70.4,142,1,0,0,1,0,0,0,ips lcd,60,5,68.9,69.5,720,1280,294,android,4,1.3,16,3,13
coolpad,coolpad_mega,1,1,0,0,85.6,2016,1,2500,0,153,76.8,143,2,0,0,0,0,0,1,ips lcd,60,5.5,109.5,93.2,720,1280,233,android,4,1,16,3,8
coolpad,coolpad_cool_3_plus,1,1,0,0,72,2019,1,3000,0,145.7,70.9,135,2,0,1,0,0,1,1,ips lcd,60,5.71,81.4,78.8,720,1520,295,android,4,2,32,3,13
coolpad,coolpad_mega_3,1,1,1,0,117.7,2016,1,3050,0,152,77,170,3,0,1,0,0,1,0,ips lcd,60,5.5,83.4,71.3,720,1280,267,android,4,1.2,16,2,8
coolpad,coolpad_note_5_lite,1,1,0,0,128.4,2017,1,2500,0,145.3,72.3,148,2,0,1,0,0,1,1,ips lcd,60,5,68.9,65.6,720,1280,294,android,4,1,16,3,13
coolpad,coolpad_max,1,1,0,0,406.6,2016,1,2800,0,152,75.7,170,2,0,0,0,0,0,1,ips lcd,60,5.5,83.4,72.5,1080,1920,401,android,8,1,64,4,13
coolpad,coolpad_modena,1,1,0,0,171.2,2015,1,2500,0,153,77.5,158,2,0,0,1,0,1,0,ips lcd,60,5.5,83.4,70.3,540,960,200,android,4,1.2,8,1,8
coolpad,coolpad_porto,1,1,0,0,160.5,2015,1,1800,0,139,67.8,119,0,0,0,1,0,0,0,ips lcd,60,4.7,60.9,64.6,540,960,234,android,4,1.2,8,1,8
coolpad,coolpad_porto_s,1,1,0,0,139.1,2016,1,2000,0,143,72,125,2,0,1,1,0,1,1,ips lcd,60,5,68.9,66.9,720,1280,294,android,4,1,8,1,8
coolpad,coolpad_cool_s1,1,1,1,0,449.4,2016,1,4070,0,151.4,74.7,168,2,0,0,0,0,0,0,ips lcd,60,5.5,83.4,73.7,1080,1920,401,android,4,1.6,128,6,16
coolpad,coolpad_cool_play_6,1,1,0,0,180,2017,1,4060,0,152,75.2,175,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,73,1080,1920,401,android,8,2,64,6,13
coolpad,coolpad_torino,1,1,0,0,214,2016,1,2500,0,154,76.5,163,2,0,0,0,0,0,1,ips lcd,60,5.5,83.4,70.8,720,1280,267,android,8,1,16,3,13
coolpad,coolpad_conjr,1,1,0,0,224.7,2017,1,2500,0,143,72,148,2,0,1,0,0,1,0,ips lcd,60,5,68.9,66.9,720,1280,294,android,4,1,16,3,13
coolpad,coolpad_modena_2,1,1,0,0,192.6,2016,1,2500,0,154.5,76.5,143,2,0,1,0,0,1,1,ips lcd,60,5.5,83.4,70.6,720,1280,267,android,4,1,16,2,8
coolpad,coolpad_defiant,1,1,0,0,85.6,2017,1,2450,2,144.5,71.4,184.3,0,0,0,1,0,0,0,tft,60,5,68.9,66.8,480,854,196,android,4,1.4,8,1,5
coolpad,coolpad_note_6,1,1,0,0,108,2018,1,4070,0,153.7,76.4,170,2,0,0,0,0,0,0,ips lcd,60,5.5,83.4,71,1080,1920,401,android,8,1.4,64,4,13
coolpad,coolpad_torino_s,1,1,0,0,192.6,2016,1,1800,0,139,67.8,120,2,0,1,1,0,1,1,ips lcd,60,4.7,60.9,64.6,720,1280,312,android,4,1.2,16,2,8
coolpad,coolpad_note_3_plus,1,1,0,0,128.4,2016,1,3000,0,152,77,168,2,0,0,1,0,1,0,ips lcd,60,5.5,83.4,71.3,1080,1920,401,android,8,1.3,16,3,13
coolpad,coolpad_cool_m7,1,1,0,0,374.5,2017,1,3200,0,151.1,74.3,152,2,0,1,0,0,1,0,ips lcd,60,5.5,83.4,74.3,1080,1920,401,android,8,2,64,4,12
cubot,cubot_tab_40,1,1,1,0,160.5,2023,1,7000,0,247.3,157.1,449,2,0,1,0,0,1,1,ips lcd,60,10.4,307.9,79.2,1200,2000,224,android,8,1.8,128,8,13
dell,dell_venue_8_7000,1,1,1,0,267.5,2014,1,5900,0,215.9,124.2,305,0,0,0,1,0,0,0,oled,60,8.4,4.6,76.3,1600,2560,359,android,4,2.3,32,2,8
dell,dell_venue_8,1,1,0,0,139.1,2013,1,4100,0,212,130,292,0,0,0,1,0,0,0,ips lcd,60,8,185.6,67.3,800,1280,189,android,2,2,32,2,5
dell,dell_streak,1,1,0,0,203.3,2010,1,1530,1,152.9,79.1,220,0,1,0,0,0,0,0,tft,60,5,71,58.8,480,800,187,android,,1,16,0.512,5
dell,dell_venue_pro,1,1,0,0,235.4,2010,1,1400,1,122,63.5,192.8,0,1,0,0,0,0,0,amoled,60,4.1,47.8,61.8,480,800,228,microsoft,,1,16,0.512,5
dell,dell_venue_7,1,1,0,0,107,2013,1,4100,0,193,118,234,0,0,0,1,0,0,0,ips lcd,60,7,142.1,62.4,800,1280,216,android,2,1.6,16,2,3.15
dell,dell_venue,1,1,0,0,417.3,2010,1,1400,1,121,64,164,0,1,0,0,0,0,0,amoled,60,4.1,47.8,61.8,480,800,228,android,,1,1,0.512,8
dell,dell_xcd28,1,1,0,0,192.6,2010,1,1100,1,102,55,100,0,1,0,0,0,0,0,tft resistive touchscreen,60,2.8,4.3,43.3,240,320,143,android,,0.011,0.256,0.256,3.15
doogee,doogee_t20mini,1,1,1,0,256.8,2023,1,5060,0,202.5,125.8,330,2,0,1,0,0,1,1,ips lcd,60,8.4,4.6,80.3,1200,1920,270,android,8,1.6,128,4,13
doogee,doogee_t20,0,1,1,0,214,2022,1,8300,0,245.8,155.6,478,2,0,1,0,0,1,1,ips lcd,60,10.4,307.9,80.5,1200,2000,224,android,8,1.8,256,8,16
doogee,doogee_r10,1,1,1,0,256.8,2023,1,10800,0,258,169,826,2,0,1,0,0,1,1,ips lcd,60,10.36,305.5,70.1,1200,2000,225,android,8,2,128,8,20
doogee,doogee_t10e,1,1,1,0,139.1,2023,1,6580,0,240.8,159.8,427,2,0,1,0,0,1,1,ips lcd,60,10.1,95.8,76.9,800,1280,149,android,8,1.6,128,4,8
energizer,energizer_e242s+,1,1,0,0,32.1,2024,1,2000,2,130.8,53.6,116,2,0,1,1,0,1,0,tft lcd,60,2.4,17.8,25.4,240,320,167,kaios,4,1.5,4,0.512,2
energizer,energizer_e282sc,1,1,0,0,64.2,2021,1,1400,1,108.5,58,101,2,0,0,1,0,1,0,tft lcd,60,2.8,4.3,38.6,240,320,143,kaios,4,1.1,4,0.512,2
energizer,energizer_e280s,1,1,0,0,42.8,2021,1,3000,2,134.5,56,113,2,0,0,1,0,1,0,tft lcd,60,2.8,4.3,32.2,240,320,143,kaios,2,1.2,4,0.512,2
energizer,energizer_e242s,1,1,0,0,42.8,2022,1,1700,1,130.8,53.6,116,2,0,0,1,0,1,0,tft lcd,60,2.4,17.8,25.4,240,320,167,kaios,4,1.5,4,0.512,0.3
energizer,energizer_ultimate_u608s,1,1,0,0,96.3,2022,1,3000,2,155.4,73.3,156.8,2,0,1,0,0,1,0,lcd,60,6.08,92.3,81,720,1520,277,android,4,2,32,2,5
energizer,energizer_hardcase_h620s,1,1,0,0,321,2021,1,5000,0,163,78.2,250,2,0,1,0,0,1,1,ips lcd,60,6.2,99,77.8,720,1440,260,android,8,2,64,4,48
energizer,energizer_hardcase_h550s,1,1,0,0,481.5,2018,1,4000,0,158.8,80.7,203,2,0,1,0,0,1,1,ips lcd,60,5.5,83.4,65.1,1080,1920,401,android,8,1,32,3,16
energizer,energizer_energy_e500,1,1,0,0,74.9,2018,1,2000,1,139.8,71.5,127,2,0,1,1,0,1,1,tft,60,5,68.9,68.9,480,854,196,android,4,1.3,8,1,5
energizer,energizer_hardcase_h240s,1,1,0,0,128.4,2018,1,2000,1,132,56,256,2,1,0,0,0,1,1,tft,60,2.4,17.8,24.1,240,320,167,android,4,1.1,8,1,5
fairphone,fairphone_3,1,1,0,0,428,2019,1,3040,1,158,71.8,189,2,0,1,0,0,1,0,ips lcd,60,5.65,82.4,72.6,1080,2160,427,android,8,1.8,64,4,12
fairphone,fairphone_3+,1,1,0,0,470.8,2020,1,3040,1,158,71.8,189,2,0,1,0,0,1,0,ips lcd,60,5.65,82.4,72.6,1080,2160,427,android,8,1.8,64,4,48
gigabyte,gigabyte_gsmart_rio_r1,1,1,0,0,160.5,2013,1,1500,1,124.2,63.8,130.5,2,1,0,0,0,1,0,ips lcd,60,4,45.5,57.5,480,800,233,android,2,1,4,0.512,5
gigabyte,gigabyte_gsmart_classic,1,1,0,0,107,2015,1,2000,1,145,73,150,2,1,0,1,0,1,0,ips lcd,60,5,68.9,65.1,720,1280,294,android,4,1.2,8,1,8
gigabyte,gigabyte_gsmart_classic_lite,1,1,0,0,85.6,2015,1,2100,1,143,73,145,2,1,0,1,0,1,0,ips lcd,60,5,68.9,66,480,854,196,android,4,1.2,8,0.512,5
gigabyte,gigabyte_gsmart_essence,1,1,0,0,74.9,2015,1,1600,1,134,67,125,2,1,0,1,0,1,0,ips lcd,60,4.5,55.8,62.2,480,854,218,android,4,1.2,8,0.512,5
gigabyte,gigabyte_gsmart_t4,1,1,0,0,107,2014,1,1400,1,126,62,121,2,0,0,0,0,0,0,ips lcd,60,4,45.5,58.3,480,800,233,android,2,1.3,4,0.512,8
gigabyte,gigabyte_gsmart_g1355,1,1,0,0,203.3,2012,1,1500,1,129.8,69.8,168,2,1,0,0,0,0,0,tft,60,4.3,52.6,58.1,480,800,217,android,,0.011,1,0.512,5
gigabyte,gigabyte_gsmart_maya_m1,1,1,0,0,235.4,2013,1,1700,1,136,67,150.5,2,1,0,0,0,1,0,ips lcd,60,4.5,55.8,61.3,540,960,245,android,2,1,4,1,8
gigabyte,gigabyte_gsmart_aku_a1,1,1,0,0,160.5,2013,1,2000,1,136,67,147.7,2,1,0,0,0,1,0,tft,60,4.5,55.8,61.2,480,854,218,android,4,1.2,4,1,5
gigabyte,gigabyte_gsmart_mika_m2,1,1,0,0,203.3,2014,1,2000,1,145,72.8,150,2,1,0,0,0,0,0,ips lcd,60,5,68.9,65.3,720,1280,294,android,4,1.3,8,1,13
gigabyte,gigabyte_gsmart_g1362,1,1,0,0,224.7,2012,1,1550,1,132.5,67.7,155,2,1,0,0,0,0,0,tft,60,4.3,51,56.8,480,854,228,android,2,1.2,4,0.512,5
gigabyte,gigabyte_gsmart_sierra_s1,1,1,0,0,235.4,2013,1,2000,1,145.5,72.5,168,2,1,0,0,0,1,0,ips lcd,60,5,68.9,65.3,720,1280,294,android,4,1.5,4,1,13
gigabyte,gigabyte_gsmart_maya_m1_v2,1,1,0,0,214,2013,1,1700,1,136,67,147,2,1,0,0,0,1,0,ips lcd,60,4.5,55.8,61.3,540,960,245,android,4,1.2,4,1,8
gigabyte,gigabyte_gsmart_g1317_rola,1,1,0,0,139.1,2010,1,1260,1,113.5,60,116,2,1,0,0,0,1,0,tft resistive touchscreen,60,3.2,9.1,42.8,240,400,146,android,,0.011,0.512,0.256,3.15
gigabyte,gigabyte_gsmart_g1310,1,1,0,0,10.7,2011,1,1260,1,113.5,60,117,2,1,0,0,0,0,0,tft,60,3.2,30.5,44.8,320,480,180,android,,0.011,0.512,0.256,5
gigabyte,gigabyte_gsmart_gs202,1,1,0,0,117.7,2012,1,1500,1,130.5,66.5,147.6,2,1,0,0,0,1,0,ips lcd,60,4.3,52.6,60.6,480,800,217,android,2,1,4,0.512,5
gionee,gionee_m7_power,1,1,0,0,278.2,2017,1,5000,0,156.4,76.7,199,2,0,1,0,0,1,1,ips lcd,60,6,92.9,77.4,720,1440,268,android,8,1.4,64,4,13
gionee,gionee_f205,1,1,0,0,139.1,2018,1,2670,0,148.4,70.7,135.6,2,0,1,0,0,1,0,ips lcd,60,5.45,76.7,73.1,720,1440,295,android,4,1.3,16,2,8
gionee,gionee_w909,1,1,0,0,588.5,2016,1,2530,0,124.1,62.8,207.7,0,0,0,1,0,0,0,ips lcd,60,4.2,48.6,62.4,720,1280,350,android,8,1,64,4,16
gionee,gionee_a1,1,1,0,0,299.6,2017,1,4010,0,154.5,76.5,182,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,70.6,1080,1920,401,android,8,1,64,4,13
gionee,gionee_s10c,1,1,0,0,192.6,2017,1,3100,0,148.7,73.7,151,2,0,0,0,0,0,1,ips lcd,60,5.2,74.5,68,720,1280,282,android,4,1.4,32,4,13
gionee,gionee_marathon_m5,1,1,0,0,353.1,2015,1,6020,0,152,76,211,2,0,0,1,0,1,0,amoled,60,5.5,83.4,72.2,720,1280,267,android,4,1.3,32,3,13
gionee,gionee_f5,1,1,0,0,267.5,2017,1,4000,0,150,74.5,162,2,0,1,0,0,1,0,ips lcd,60,5.3,77.4,69.3,720,1280,277,android,8,1,32,4,13
gionee,gionee_s6s,1,1,0,0,299.6,2016,1,3150,0,154.5,75.6,166,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,71.4,1080,1920,401,android,8,1.3,32,3,13
gionee,gionee_a1_lite,1,1,0,0,180,2017,1,4000,0,150.5,74.4,161,2,0,0,0,0,0,0,ips lcd,60,5.3,77.4,69.2,720,1280,277,android,8,1.3,32,3,13
gionee,gionee_marathon_m5_plus,1,1,0,0,449.4,2015,1,5020,0,160.9,81.2,208,2,0,0,1,0,1,0,amoled,60,6,98.7,75.5,1080,1920,368,android,8,1.3,64,3,13
gionee,gionee_s6_pro,1,1,0,0,417.3,2016,1,3130,0,153,75.3,170,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,72.4,1080,1920,401,android,8,1,64,4,13
gionee,gionee_elife_s5_1,1,1,0,0,256.8,2014,1,2050,0,139.8,67.4,97.7,0,0,0,1,0,0,0,amoled,60,4.8,63.5,67.4,720,1280,306,android,8,1.7,16,1,8
gionee,gionee_s8,1,1,0,0,481.5,2016,1,3000,0,154.3,74.9,147.2,2,0,1,1,0,1,1,amoled,60,5.5,83.4,72.2,1080,1920,401,android,8,1,64,4,16
gionee,gionee_elife_s7,1,1,0,0,428,2015,1,2700,0,148.8,72.4,125.3,2,0,0,1,0,1,0,super amoled,60,5.2,74.5,69.2,1080,1920,424,android,8,1.7,16,2,13
gionee,gionee_p5_mini,1,1,0,0,96.3,2016,1,1800,1,132,66,153,2,0,0,0,0,0,0,ips lcd,60,4.5,55.8,64.1,480,854,218,android,4,1.3,8,1,5
gionee,gionee_x1s,1,1,0,0,156,2017,1,4000,0,150.4,73.5,166,2,0,0,0,0,0,0,ips lcd,60,5.2,74.5,67.4,720,1280,282,android,4,1.5,16,3,13
gionee,gionee_p7_max,1,1,0,0,203.3,2016,1,3100,1,154,76.8,183,2,0,0,0,0,0,0,ips lcd,60,5.5,83.4,70.5,720,1280,267,android,8,2.2,32,3,13
gionee,gionee_elife_s5_5,1,1,0,0,288.9,2014,1,2300,0,145.1,70.2,133,0,0,0,1,0,0,0,super amoled,60,5,68.9,67.7,1080,1920,441,android,8,1.7,16,2,13
gionee,gionee_s6,1,1,0,0,310.3,2015,1,3150,0,151.9,74.6,147,2,0,1,1,0,1,1,amoled,60,5.5,83.4,73.6,720,1280,267,android,8,1.3,32,3,13
gionee,gionee_steel_2,1,1,0,0,224.7,2016,1,4000,0,144.3,70.5,160,2,0,0,1,0,1,0,ips lcd,60,5,68.9,67.7,720,1280,294,android,4,1.25,32,3,8
google,google_pixel_4a,1,1,1,0,156.8645,2020,1,3140,0,144,69.4,143,2,0,1,0,0,0,0,oled,60,5.81,83,83.3,1080,2340,443,android,8,1.8,128,6,12.2
google,google_pixel_3,0,1,1,0,481.5,2018,1,2915,0,145.6,68.2,148,2,0,1,0,0,0,0,p-oled,60,5.5,76.7,77.2,1080,2160,443,android,8,1.6,128,4,12.2
google,google_pixel_3a,1,1,1,0,109.9665,2019,1,3000,0,151.3,70.1,147,2,0,1,0,0,0,0,oled,60,5.6,79.6,75,1080,2220,441,android,8,1.7,64,4,12.2
google,google_pixel_3_xl,0,1,1,0,278.2,2018,1,3430,0,158,76.7,184,2,0,1,0,0,0,0,p-oled,60,6.3,100.3,82.8,1440,2960,523,android,8,1.6,128,4,12.2
google,google_pixel_2,0,1,1,0,652.7,2017,1,2700,0,145.7,69.7,143,2,0,1,0,0,0,0,amoled,60,5,68.9,67.9,1080,1920,441,android,8,1.9,128,4,12.2
google,google_pixel_2_xl,0,1,1,0,556.4,2017,1,3520,0,157.9,76.7,175,2,0,1,0,0,0,0,p-oled,60,6,92.6,76.4,1440,2880,538,android,8,1.9,128,4,12.2
google,google_pixel,1,1,0,0,310.3,2016,1,2770,0,143.8,69.5,143,0,0,1,0,0,0,0,amoled,60,5,68.9,69,1080,1920,441,android,4,1.6,128,4,12.3
google,google_pixel_tablet,0,1,1,0,716.9,2023,1,7020,0,258,169,493,0,0,0,0,0,0,0,ips lcd,60,10.95,347.7,79.7,1600,2560,276,android,8,1.8,256,8,8
google,google_pixel_3a_xl,1,1,1,0,310.3,2019,1,3700,0,160.1,76.1,167,2,0,1,0,0,0,0,oled,60,6,92.9,76.3,1080,2160,402,android,8,1.7,64,4,12.2
google,google_pixel_xl,1,1,0,0,428,2016,1,3450,0,154.7,75.7,168,0,0,1,0,0,0,0,amoled,60,5.5,83.4,71.2,1440,2560,534,android,4,1.6,128,4,12.3
google,google_pixel_c,1,1,1,0,363.8,2015,1,9240,0,242,179,517,0,0,0,0,0,0,0,ips lcd,60,10.2,313.8,72.4,2560,1800,308,android,4,1.9,64,3,8
haier,haier_l7,1,1,0,0,128.4,2017,1,3000,0,152,76,160,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,72.2,1080,1920,401,android,8,1.4,32,3,13
honor,honor_pad_9,0,1,1,0,203.3,2023,1,8300,0,278.2,180.1,555,0,0,0,0,0,0,0,ips lcd,120,12.1,424.5,84.7,1600,2560,249,android,8,1.8,512,12,13
