manufacturer,device,Network_Technology,Misc_Price,Platform_GPU,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_chipset_manufacturer,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
qmobile,qmobile_noir_z9,GSM / HSPA / LTE,About 230 EUR,Adreno 306,2015,1,2000,0,141,68,97,0,0,1,0,0,0,0,amoled,60,4.8,63.5,66.2,720,1280,306,android,qualcomm,4,1.2,no,16,2,8
qmobile,qmobile_noir_s1,GSM / HSPA,About 100 EUR,Mali-400MP2,2015,1,2000,1,143,71.8,152,2,0,0,0,0,0,0,ips lcd,60,5,68.9,67.1,480,854,196,android,mediatek,4,1.3,microsdxc,8,1,5
qmobile,qmobile_noir_z14,GSM / HSPA / LTE,,Mali-T860MP2,2016,1,3130,0,153,75.3,170,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,72.4,1080,1920,401,android,mediatek,8,1,microsdxc,32,4,13
qmobile,qmobile_noir_z10,GSM / HSPA / LTE,,Mali-T720MP3,2015,1,2900,0,149.5,73.6,141,2,0,0,1,0,1,0,ips lcd,60,5.2,74.5,67.7,1080,1920,424,android,mediatek,8,1.3,microsdxc,16,3,13
qmobile,qmobile_noir_z12_pro,GSM / HSPA / LTE,,Mali-T720MP3,2016,1,3150,0,154.5,75.6,166,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,71.4,1080,1920,401,android,mediatek,8,1.3,microsdxc,32,3,13
qmobile,qmobile_j7_pro,GSM / HSPA / LTE,About 18000 INR,Mali-T720,2017,1,3150,0,154,76.6,175,2,0,0,1,0,1,1,ips lcd,60,5.5,83.4,70.7,720,1280,267,android,mediatek,4,1.4,microsdxc,32,3,13
qmobile,qmobile_energy_x2,GSM / HSPA,,Mali-400MP2,2017,1,5000,0,143,73,184,2,0,0,1,0,1,0,ips lcd,60,5,68.9,66,720,1280,294,android,mediatek,4,1.3,microsdxc,16,2,8
qmobile,qmobile_noir_s6_plus,GSM / HSPA,,Mali-400MP2,2016,1,2500,1,144.4,72.5,150,2,0,0,0,0,0,0,ips lcd,60,5.5,83.4,79.7,720,1280,267,android,mediatek,4,1.3,microsdxc,16,2,8
qmobile,qmobile_m350_pro,GSM / HSPA,,Mali-400MP2,2017,1,5000,0,145.5,71,179,2,0,0,1,0,1,0,ips lcd,60,5,68.9,66.7,720,1280,294,android,mediatek,4,1.3,microsdxc,16,2,8
qmobile,qmobile_noir_e8,GSM / HSPA / LTE,About 400 EUR,PowerVR G6200,2015,1,3500,0,164,82.3,210,2,0,0,1,0,1,0,amoled,60,6,99,73.5,1440,2560,490,android,mediatek,8,2,microsdxc,64,3,24
qmobile,qmobile_king_kong_max,GSM / HSPA / LTE,About 18500 INR,Mali-T860MP2,2017,1,4000,0,149,73.2,162,2,0,0,1,0,1,0,ips lcd,60,5.3,77.4,71,720,1280,277,android,mediatek,8,1,microsdxc,32,3,13
qmobile,qmobile_noir_x450,GSM / HSPA,About 160 EUR,Mali-400MP2,2015,1,1950,2,142.8,74.3,150,2,0,0,0,0,0,0,tft,60,5,68.9,64.9,480,854,196,android,mediatek,4,1.3,microsdhc,8,1,5
qmobile,qmobile_a1,GSM / HSPA,About 100 EUR,Mali-400MP2,2015,1,1700,2,132,67,138,2,0,0,0,0,0,0,ips lcd,60,4.5,44,50,480,854,245,android,mediatek,4,1.3,microsdxc,8,1,5
qmobile,qmobile_m6,GSM / HSPA / LTE,About 29500 INR,Mali-T860MP2,2017,1,5000,0,152.3,75.3,180,2,0,0,1,0,1,0,amoled,60,5.5,83.4,72.7,1080,1920,401,android,mediatek,8,1,microsdxc,64,4,13
qmobile,qmobile_noir_j7,GSM / HSPA / LTE,,PowerVR G6200,2016,1,3100,0,154,76.8,183,2,0,0,0,0,0,0,ips lcd,60,5.5,83.4,70.5,720,1280,267,android,mediatek,8,2.2,microsdxc,32,3,13
qmobile,qmobile_noir_z8,GSM / HSPA / LTE,About 170 EUR,Adreno 306,2015,1,2400,1,143.5,72,120,2,0,0,0,0,0,0,ips lcd,60,5,68.9,66.7,720,1280,294,android,qualcomm,4,1.2,microsdxc,16,2,13
qmobile,qmobile_noir_i8,GSM / HSPA,About 100 EUR,Mali-400MP2,2015,1,2120,2,139,71.6,151,2,1,0,1,0,1,0,ips lcd,60,4.7,62.9,63.2,480,800,199,android,mediatek,4,1.3,microsdhc,8,1,8
qmobile,qmobile_noir_z3,GSM / HSPA,About 210 EUR,PowerVR SGX544,2013,1,2000,2,137,69,135,0,0,0,1,0,0,0,super amoled,60,4.8,63.5,67.2,720,1280,306,android,mediatek,4,1.5,no,16,1,8
qmobile,qmobile_noir_s4,GSM / HSPA,,Mali-400MP2,2016,1,3000,1,144.4,72.5,150,2,0,0,0,0,0,0,ips lcd,60,5,68.9,65.8,720,1280,294,android,mediatek,4,1.3,microsdxc,16,2,8
qmobile,qmobile_noir_z6,GSM / HSPA,About 200 EUR,Mali-450MP4,2014,1,2300,0,145.1,70.2,133,0,0,0,1,0,0,0,super amoled,60,5,68.9,67.7,1080,1920,441,android,mediatek,8,1.7,microsdxc,16,2,13
qmobile,qmobile_noir_lt250,GSM / HSPA / LTE,About 150 EUR,ULP GeForce,2015,1,2000,2,140.1,67.5,119,0,0,0,1,0,0,0,ips lcd,60,4.7,60.9,64.4,720,1280,312,android,nvidia,4,1.7,microsdhc,4,1,8
qmobile,qmobile_noir_z5,GSM / HSPA,About 310 EUR,Adreno 330,2014,1,2500,0,150.6,75,150,0,0,0,1,0,0,0,ips lcd,60,5.5,83.4,73.8,1080,1920,401,android,qualcomm,4,2.3,no,16,2,16
realme,realme_c51,GSM / HSPA / LTE,"€ 115.89 / ₹ 7,958",Mali-G57,2023,1,5000,0,167.2,76.7,186,2,0,1,0,0,1,0,ips lcd,90,6.74,109.7,85.5,720,1600,260,android,unisoc,8,1.8,microsdxc,256,6,0.08
realme,realme_c65_5g,GSM / HSPA / LTE / 5G,About 120 EUR,Mali-G57 MC2,2024,1,5000,0,165.6,76.1,190,2,0,1,0,0,1,1,ips lcd,120,6.67,107,85.1,720,1604,264,android,mediatek,8,2.4,microsdxc,128,6,50
samsung,samsung_galaxy_s9,GSM / CDMA / HSPA / EVDO / LTE,$ 94.00 / C$ 189.99 / £ 104.99 / € 112.00,"Mali-G72 MP18 - EMEAAdreno 630 - USA/LATAM, China",2018,1,3000,0,147.7,68.7,163,1,0,1,0,0,0,0,super amoled,60,5.8,84.8,83.6,1440,2960,570,android,exynos,8,1.7,microsdxc,256,4,12
samsung,samsung_galaxy_tab_a9+,GSM / HSPA / LTE / 5G,,Adreno 619,2023,1,7040,0,257.1,168.7,480,2,0,1,0,0,0,0,tft lcd,90,11,350.9,80.9,1200,1920,206,android,qualcomm,8,1.8,microsdxc,128,8,8
sharp,sharp_aquos_zero,GSM / HSPA / LTE,About 600 EUR,Adreno 630,2019,1,3130,0,154,73,146,0,0,1,0,0,0,0,oled,60,6.2,96.9,86.2,1440,2992,536,android,qualcomm,8,1.7,no,128,6,22.6
sharp,sharp_aquos_wish,GSM / HSPA / LTE / 5G,About 230 EUR,Adreno 619,2022,1,3730,0,147,71,162,2,0,1,0,0,1,0,ips lcd,60,5.7,81.1,77.7,720,1520,295,android,qualcomm,8,1.8,microsdxc,64,4,13
sharp,sharp_aquos_r2_compact,GSM / HSPA / LTE,,Adreno 630,2019,1,2500,0,131,64,135,0,0,1,0,0,0,0,igzo ips lcd,120,5.2,67.5,80.5,1080,2280,485,android,qualcomm,8,1.7,microsdxc,64,4,22.6
sharp,sharp_aquos_crystal,CDMA / EVDO / LTE,About 180 EUR,Adreno 305,2014,1,2040,0,131,67,141,0,0,0,1,0,0,0,tft,60,5,68.9,78.5,720,1280,294,android,qualcomm,4,1.2,microsdxc,8,1.5,8
sharp,sharp_aquos_crystal_2,GSM / HSPA / LTE,About 300 EUR,Adreno 305,2015,1,2030,0,136,71,154,0,0,1,0,0,0,0,s-pureled,60,5.2,74.5,77.2,720,1280,282,android,qualcomm,4,1.2,microsdxc,16,2,8
sharp,sharp_aquos_xx,GSM / HSPA / LTE,About 340 EUR,Adreno 430,2015,1,3000,0,146,79,168,0,0,1,0,0,0,0,s-pureled,60,5.7,89.6,77.7,1080,1920,386,android,qualcomm,8,2,microsdxc,32,3,13
sharp,sharp_aquos_s3_mini,GSM / CDMA / HSPA / LTE,About 250 EUR,Adreno 508,2018,1,3020,0,142.7,73,140,2,0,1,0,0,1,1,igzo ips lcd,60,5.5,80.7,77.5,1080,2040,420,android,qualcomm,8,2.2,microsdxc,64,6,16
sharp,sharp_ms1,GSM / HSPA / LTE,About 240 EUR,Mali-T720MP3,2016,1,2600,0,155,76.9,151,2,0,1,0,0,1,1,ips lcd,60,5.5,83.4,70,1080,1920,401,android,mediatek,8,1.3,microsdxc,64,3,13
sharp,sharp_z3,GSM / CDMA / HSPA / LTE,About 380 EUR,Adreno 510,2017,1,3100,0,157,78.5,185,2,0,1,0,0,1,1,ips lcd,60,5.7,89.6,72.7,1440,2560,515,android,qualcomm,8,1.4,microsdxc,64,4,16
sharp,sharp_sh530u,GSM / HSPA,About 320 EUR,PowerVR SGX531u,2012,1,1950,1,146.5,81,168.8,2,1,0,0,0,1,0,tft,60,5,71,60,480,800,187,android,mediatek,2,1,microsdhc,20,0.512,5
sonim,sonim_xp3plus,GSM / HSPA / LTE,About 240 EUR,Adreno 610,2021,1,2300,1,116,60,220,0,0,1,0,0,0,0,tft lcd,60,2.8,4.3,34.9,240,320,143,sonim,qualcomm,8,1.8,microsdxc,16,2,8
sonim,sonim_xp5plus,GSM / HSPA / LTE,About 300 EUR,Adreno 610,2022,1,3500,1,148.7,65.9,275,2,0,1,0,0,1,0,tft lcd,60,2.8,4.3,24.8,240,320,143,sonim,qualcomm,8,1.8,microsdxc,16,2,8
sonim,sonim_xp5s,GSM / CDMA / HSPA / EVDO / LTE,About 340 EUR,Adreno 308,2018,1,3180,1,141,64,260,2,0,1,0,0,1,0,tft lcd,60,2.64,1.5,23.8,320,432,204,sonim,qualcomm,4,1.4,microsdxc,16,2,5
sonim,sonim_xp3,GSM / CDMA / HSPA / EVDO / LTE,About 190 EUR,Adreno 304,2019,1,1500,1,112,58,195,0,0,1,0,0,0,0,tft lcd,60,2.6,0.9,32.2,240,320,154,sonim,qualcomm,4,1.1,microsdxc,8,1,5
sonim,sonim_xp7,GSM / HSPA / LTE,About 700 EUR,Adreno 305,2014,1,4800,0,137,72.1,290,0,0,0,1,0,0,0,ips lcd,60,4,45.5,46.1,480,800,233,android,qualcomm,4,1.2,no,16,1,8
sonim,sonim_xp6,GSM / HSPA / LTE,About 490 EUR,Adreno 305,2014,1,4800,0,137,64.5,270,0,0,0,1,0,0,0,ips lcd,60,2.63,1.3,24.2,320,432,204,android,qualcomm,4,1.2,no,8,1,5
sony,sony_xperia_xz3,GSM / HSPA / LTE,About 510 EUR,Adreno 630,2018,1,3300,0,158,73,193,1,0,1,0,0,0,0,p-oled,60,6,92.9,80.5,1440,2880,537,android,qualcomm,8,1.7,microsdxc,64,6,19
sony,sony_xperia_xz,GSM / HSPA / LTE,About 230 EUR,Adreno 530,2016,1,2900,0,146,72,161,1,0,1,0,0,0,0,ips lcd,60,5.2,74.5,70.9,1080,1920,424,android,qualcomm,4,1.6,microsdxc,64,3,23
sony,sony_xperia_xz2,GSM / HSPA / LTE,About 360 EUR,Adreno 630,2018,1,3180,0,153,72,198,1,0,1,0,0,0,0,ips lcd,60,5.7,83.8,76.1,1080,2160,424,android,qualcomm,8,1.7,microsdxc,64,6,19
sony,sony_xperia_xz1,GSM / HSPA / LTE,About 260 EUR,Adreno 540,2017,1,2700,0,148,73.4,155,1,0,1,0,0,0,0,ips lcd,60,5.2,74.5,68.6,1080,1920,424,android,qualcomm,8,1.9,microsdxc,64,4,19
sony,sony_xperia_xz_premium,GSM / HSPA / LTE,About 320 EUR,Adreno 540,2017,1,3230,0,156,77,195,2,0,1,0,0,1,1,ips lcd,60,5.46,82,68.4,3840,2160,807,android,qualcomm,8,1.9,microsdxc,64,4,19
sony,sony_xperia_z5,GSM / HSPA / LTE,About 150 EUR,Adreno 430,2015,1,2900,0,146,72,154,0,0,1,0,0,0,0,ips lcd,60,5.2,73,69.6,1080,1920,428,android,qualcomm,8,2,microsdxc,32,3,23
sony,sony_xperia_xz1_compact,GSM / HSPA / LTE,About 300 EUR,Adreno 540,2017,1,2700,0,129,65,140,0,0,1,0,0,0,0,ips lcd,60,4.6,58.3,69.6,720,1280,319,android,qualcomm,8,1.9,microsdxc,32,4,19
sony,sony_xperia_xa,GSM / HSPA / LTE,About 100 EUR,Mali-T860MP2,2016,1,2300,0,143.6,66.8,137.4,0,0,1,0,0,0,0,ips lcd,60,5,68.9,71.8,720,1280,294,android,mediatek,8,1,microsdxc,16,2,13
sony,sony_xperia_xz2_compact,GSM / HSPA / LTE,About 430 EUR,Adreno 630,2018,1,2870,0,135,65,168,1,0,1,0,0,0,0,ips lcd,60,5,64.5,73.5,1080,2160,483,android,qualcomm,8,1.7,microsdxc,64,4,19
sony,sony_xperia_x,GSM / HSPA / LTE,About 150 EUR,Adreno 510,2016,1,2620,0,143,69,153,1,0,1,0,0,0,0,ips lcd,60,5,68.9,69.8,1080,1920,441,android,qualcomm,6,1.8,microsdxc,64,3,23
sony,sony_xperia_z3,GSM / HSPA / LTE,About 180 EUR,Adreno 330,2014,1,3100,0,146,72,152,0,0,1,0,0,0,0,ips lcd,60,5.2,74.5,70.9,1080,1920,424,android,qualcomm,4,2.5,microsdxc,32,3,20.7
sony,sony_xperia_xzs,GSM / HSPA / LTE,About 220 EUR,Adreno 530,2017,1,2900,0,146,72,161,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,70.9,1080,1920,424,android,qualcomm,4,1.6,microsdxc,64,4,19
sony,sony_xperia_z1,GSM / HSPA / LTE,About 330 EUR,Adreno 330,2013,1,3000,0,144,74,170,0,0,0,1,0,0,0,tft,60,5,68.9,64.7,1080,1920,441,android,qualcomm,4,2.2,microsdxc,16,2,20.7
sony,sony_xperia_x_compact,GSM / HSPA / LTE,About 220 EUR,Adreno 510,2016,1,2700,0,129,65,135,0,0,1,0,0,0,0,ips lcd,60,4.6,58.3,69.6,720,1280,319,android,qualcomm,6,1.8,microsdxc,32,3,23
sony,sony_xperia_xa1,GSM / HSPA / LTE,About 140 EUR,Mali-T880MP2,2017,1,2300,0,145,67,143,1,0,1,0,0,0,0,ips lcd,60,5,68.9,70.9,720,1280,294,android,mediatek,8,1.6,microsdxc,32,3,23
sony,sony_xperia_z,GSM / HSPA / LTE,About 270 EUR,Adreno 320,2013,1,2330,0,139,71,146,0,0,0,1,0,0,0,tft,60,5,68.9,69.8,1080,1920,441,android,qualcomm,4,1.5,microsdxc,16,2,13.1
sony,sony_xperia_z5_premium,GSM / HSPA / LTE,About 190 EUR,Adreno 430,2015,1,3430,0,154.4,75.8,180,0,0,1,0,0,0,0,ips lcd,60,5.5,82.4,70.4,2160,3840,806,android,qualcomm,8,2,microsdxc,32,3,23
sony,sony_xperia_z2,GSM / HSPA / LTE,About 260 EUR,Adreno 330,2014,1,3200,0,146.8,73.3,163,0,0,0,1,0,0,0,ips lcd,60,5.2,74.5,69.3,1080,1920,424,android,qualcomm,4,2.3,microsdxc,16,3,20.7
sony,sony_xperia_x_performance,GSM / HSPA / LTE,About 170 EUR,Adreno 530,2016,1,2700,0,143.7,70.4,164.4,1,0,1,0,0,0,0,ips lcd,60,5,68.9,68.1,1080,1920,441,android,qualcomm,4,1.6,microsdxc,64,3,23
sony,sony_xperia_xa1_ultra,GSM / HSPA / LTE,About 250 EUR,Mali-T880MP2,2017,1,2700,0,165,79,188,2,0,1,0,0,1,0,ips lcd,60,6,99,76.1,1080,1920,367,android,mediatek,8,1.6,microsdxc,64,4,23
sony,sony_xperia_xa2,GSM / HSPA / LTE,About 200 EUR,Adreno 508,2018,1,3300,0,142,70,171,1,0,1,0,0,0,0,ips lcd,60,5.2,74.5,75,1080,1920,424,android,qualcomm,8,2.2,microsdxc,32,3,23
sony,sony_xperia_z5_compact,GSM / HSPA / LTE,About 200 EUR,Adreno 430,2015,1,2700,0,127,65,138,0,0,1,0,0,0,0,ips lcd,60,4.6,56.9,68.9,720,1280,323,android,qualcomm,8,2,microsdxc,32,2,23
sony,sony_xperia_xa2_ultra,GSM / HSPA / LTE,About 260 EUR,Adreno 508,2018,1,3580,0,163,80,221,1,0,1,0,0,0,0,ips lcd,60,6,99,76.1,1080,1920,367,android,qualcomm,8,2.2,microsdxc,64,4,23
sony,sony_xperia_z_ultra,GSM / HSPA / LTE,About 280 EUR,Adreno 330,2013,1,3050,0,179.4,92.2,212,0,0,0,1,0,0,0,ips lcd,60,6.4,112.9,68.3,1080,1920,344,android,qualcomm,4,2.2,microsdxc,16,2,8
sony,sony_xperia_l1,GSM / HSPA / LTE,About 110 EUR,Mali-T720MP2,2017,1,2620,0,151,74,180,1,0,1,0,0,0,0,ips lcd,60,5.5,83.4,74.6,720,1280,267,android,mediatek,4,1.45,microsdxc,16,2,13
sony,sony_xperia_xa2_plus,GSM / HSPA / LTE,About 240 EUR,Adreno 508,2018,1,3580,0,157,75,205,1,0,1,0,0,0,0,ips lcd,60,6,92.9,78.9,1080,2160,402,android,qualcomm,8,2.2,microsdxc,64,6,23
sony,sony_xperia_xa_ultra,GSM / HSPA / LTE,About 250 EUR,Mali-T860MP2,2016,1,2700,0,164,79,202,1,0,1,0,0,0,0,ips lcd,60,6,99,76.6,1080,1920,367,android,mediatek,8,1,microsdxc,16,3,21.5
sony,sony_xperia_z3_compact,GSM / HSPA / LTE,About 300 EUR,Adreno 330,2014,1,2600,0,127.3,64.9,129,0,0,1,0,0,0,0,ips lcd,60,4.6,58.3,70.6,720,1280,319,android,qualcomm,4,2.5,microsdxc,16,2,20.7
spice,spice_smart_flo_508_(mi_508),GSM,,Mali-400,2014,1,2000,2,150.4,74.8,180,2,1,0,1,0,0,0,ips lcd,60,5,68.9,61.2,480,854,196,android,mediatek,2,1.3,microsdhc,4,0.512,8
spice,spice_n_300,GSM,,Mali-400,2014,1,2000,2,150.4,74.8,180,2,1,0,1,0,0,0,ips lcd,60,5,68.9,61.2,480,854,196,android,mediatek,2,1.3,microsdhc,4,0.512,8
spice,spice_stellar_439_(mi_439),GSM / HSPA,,Mali-400,2014,1,1400,2,125,63,113.8,2,1,0,0,0,0,0,tft,60,4,45.5,57.8,480,800,233,android,mediatek,2,1,microsdhc,4,0.512,3.15
spice,spice_smart_flo_359_(mi_359),GSM,,Mali-400,2014,1,1400,2,117.5,62.9,130,2,1,0,0,0,0,0,tft,60,3.5,36.5,49.4,320,480,165,android,mediatek,2,1.3,microsdhc,0.512,0.256,2
spice,spice_smart_flo_503_(mi_503),GSM,,Mali-400,2014,1,2000,2,150.4,74.8,180,2,1,0,1,0,0,0,ips lcd,60,5,68.9,61.2,480,854,196,android,mediatek,2,1.3,microsdhc,4,0.512,8
spice,spice_mi_535_stellar_pinnacle_pro,GSM / HSPA,About 210 EUR,PowerVR SGX544,2013,1,2550,1,152,79,196.3,2,0,0,0,0,0,0,ips lcd,60,5.3,77.4,64.5,540,960,208,android,mediatek,4,1.2,microsdhc,16,1,8
spice,spice_stellar_520n_(mi_520n),GSM / HSPA,,Mali-400MP2,2014,1,2000,2,145,72.8,156,0,1,0,0,0,0,0,ips lcd,60,5,68.9,65.3,720,1280,294,android,mediatek,4,1.3,microsdhc,8,1,8
spice,spice_mi_498_dream_uno,GSM / HSPA,About 90 EUR,Mali-400MP2,2014,1,1700,1,132,67,107,2,0,0,0,0,0,0,tft,60,4.5,55.8,63.1,480,854,218,android,mediatek,4,1.3,microsdhc,4,1,5
spice,spice_stellar_509_(mi_509),GSM / HSPA,,Mali-400MP2,2014,1,2000,2,145,79,120,0,1,0,0,0,0,0,ips lcd,60,5,68.9,60.1,480,854,196,android,mediatek,4,1.3,microsdhc,4,1,8
spice,spice_mi_515_coolpad,GSM / HSPA,About 130 EUR,PowerVR SGX544,2013,1,2000,1,140,73,161,2,0,0,0,0,0,0,ips lcd,60,5,68.9,67.4,540,960,220,android,mediatek,4,1.2,microsdhc,4,1,5
spice,spice_stellar_520_(mi_520),GSM / HSPA,,Mali-400MP2,2014,1,2000,2,145,72.8,156,0,1,0,0,0,0,0,ips lcd,60,5,68.9,65.3,720,1280,294,android,mediatek,4,1.3,microsdhc,4,1,8
spice,spice_stellar_507_(mi_507),GSM / HSPA,,Mali-400,2014,1,1800,2,145.2,72.7,184,2,1,0,1,0,0,0,tft,60,5,68.9,65.3,480,854,196,android,mediatek,2,1.3,microsdhc,4,0.512,8
spice,spice_stellar_361_(mi_361),GSM / HSPA,,Mali-400,2014,1,1400,2,115.3,60.6,102,2,1,0,0,0,0,0,tft,60,3.5,36.5,52.2,320,480,165,android,mediatek,2,1,microsdhc,0.512,0.256,2
spice,spice_smart_flo_358_(mi_358),GSM,,Mali-400,2014,1,1450,2,118,60.4,130,2,1,0,0,0,0,0,tft,60,3.5,36.5,51.2,320,480,165,android,mediatek,2,1.3,microsdhc,0.512,0.256,2
spice,spice_mi_500_stellar_horizon,GSM / HSPA,About 180 EUR,PowerVR SGX531u,2012,1,2400,1,143,77.4,205,2,1,0,0,0,1,0,tft,60,5,71,64.3,480,800,187,android,mediatek,2,1,microsdhc,4,0.512,5
spice,spice_stellar_470_(mi_470),GSM / HSPA,,Mali-400MP2,2014,1,1500,2,137.8,68.6,140,2,1,0,1,0,0,0,tft,60,4.7,60.9,64.4,540,960,234,android,mediatek,4,1.3,microsdhc,8,1,8
spice,spice_stellar_440_(mi_440),GSM / HSPA,,Mali-400,2014,1,1400,2,127.6,63.8,119,0,1,0,0,0,0,0,tft,60,4,45.5,55.9,480,800,233,android,mediatek,2,1,microsdhc,4,0.512,3.15
spice,spice_stellar_526_(mi_526),GSM / HSPA,,Mali-450MP4,2014,1,2500,2,143.6,71.7,210,2,1,0,1,0,0,0,tft,60,5,68.9,66.9,720,1280,294,android,mediatek,6,1.5,microsdhc,8,1,8
t_mobile,t_mobile_revvl,GSM / HSPA / LTE,About 110 EUR,Mali-T860MP2,2017,1,3000,0,151.9,77,157.9,0,0,1,0,0,0,0,ips lcd,60,5.5,83.4,71.3,720,1280,267,android,mediatek,4,1.5,microsdxc,32,2,13
t_mobile,t_mobile_g2x,GSM / HSPA,About 350 EUR,ULP GeForce,2011,1,1500,1,124.5,63.5,141.8,0,1,0,0,0,0,0,ips lcd,60,4,45.5,57.6,480,800,233,android,nvidia,2,1,microsdhc,8,0.512,8
tcl,tcl_403,GSM / HSPA / LTE,£ 48.00 / € 83.97,PowerVR GE8320,2023,1,3000,2,159.2,78.2,182,1,0,1,0,0,0,0,tft lcd,60,6,92.9,74.6,480,960,179,android,mediatek,4,2,microsdxc,32,2,5
tcl,tcl_tab_10_gen2,GSM / HSPA / LTE,About 170 EUR,PowerVR GE8320,2023,1,6000,0,244.9,154.7,425,0,0,1,0,0,0,0,ips lcd,60,10.36,305.5,80.6,1200,2000,225,android,mediatek,8,1.5,microsdxc,64,4,8
tcl,tcl_ion_x,GSM / HSPA / LTE,About 100 EUR,PowerVR GE8320,2023,1,3000,1,156.5,75.2,177.4,0,0,1,0,0,0,0,ips lcd,60,6,92.9,78.9,720,1440,268,"android,",mediatek,8,1.5,microsdxc,32,3,13
tcl,tcl_tab_10l_gen2,GSM / HSPA / LTE,About 110 EUR,PowerVR GE8300,2023,1,6000,0,241.2,156.6,472,0,0,1,0,0,0,0,ips lcd,60,10.1,95.8,78.3,800,1280,149,android,mediatek,4,1.8,microsdxc,32,3,2
tcl,tcl_a3,GSM / CDMA / HSPA / LTE,About 40 EUR,PowerVR GE8320,2021,1,3000,1,145.8,71.1,171,1,0,1,0,0,0,0,tft lcd,60,5.5,78.1,75.3,720,1440,293,android,mediatek,8,2,microsdxc,32,3,8
tcl,tcl_tab_8_4g,GSM / HSPA / LTE,,PowerVR GE8300,2022,1,4080,0,197,124.8,295,0,0,1,0,0,0,0,ips lcd,60,8,185.6,75.5,800,1280,189,android,mediatek,4,2,microsdxc,32,2,5
tcl,tcl_a30,GSM / HSPA / LTE,About 90 EUR,PowerVR GE8320,2021,1,3000,0,145.8,71.1,171,1,0,1,0,0,0,0,tft lcd,60,5.5,78.1,75.3,720,1440,293,android,mediatek,8,2,microsdxc,32,3,8
tecno,tecno_pova_5_pro,GSM / HSPA / LTE / 5G,"₹ 14,999",Mali-G57 MC2,2023,1,5000,0,168.5,76.5,212,2,0,1,0,0,1,0,ips lcd,120,6.78,109,84.7,1080,2460,396,android,mediatek,8,2,microsdxc,256,8,0.08
tecno,tecno_pova_5,GSM / HSPA / LTE,"₹ 10,198",Mali-G57 MC2,2023,1,6000,0,168.6,76.6,219.4,2,0,1,0,0,1,0,ips lcd,120,6.78,109,84.5,1080,2460,396,android,mediatek,8,2,microsdxc,256,8,0.08
tecno,tecno_spark_10_pro,GSM / HSPA / LTE,"£ 174.00 / € 114.61 / ₹ 9,499",Mali-G52 MC2,2023,1,5000,0,168.4,76.2,208,2,0,1,0,0,1,0,ips lcd,90,6.8,109.3,85.1,1080,2460,396,android,mediatek,8,1.8,microsdxc,256,8,0.08
tecno,tecno_pova_6,GSM / HSPA / LTE,,Mali-G57 MC2,2024,1,6000,0,166.2,76.8,195,2,0,1,0,0,1,0,amoled,120,6.78,109,85.5,1080,2460,396,android,mediatek,8,2,no,256,12,108
tecno,tecno_pova_4,GSM / HSPA / LTE,,Mali-G57 MC2,2022,1,6000,0,170.6,77.5,214,2,0,1,0,0,1,0,ips lcd,90,6.82,112.3,84.9,720,1600,257,android,mediatek,8,2,microsdxc,128,8,0.08
tecno,tecno_pova_3,GSM / HSPA / LTE,About 150 EUR,Mali-G52 MC2,2022,1,7000,0,173.1,78.5,230,2,0,1,0,0,1,0,ips lcd,90,6.9,113.1,83.2,1080,2460,389,android,mediatek,8,1.8,microsdxc,128,6,0.08
ulefone,ulefone_armor_pad_2,GSM / HSPA / LTE,About 240 EUR,Mali-G57 MC2,2023,1,18600,0,277.8,178,1018,2,0,1,0,0,1,0,ips lcd,60,11,344.4,69.6,1200,2000,212,android,mediatek,8,2,microsdxc,256,8,48
ulefone,ulefone_power_armor_20wt,GSM / CDMA / HSPA / CDMA2000 / LTE,About 330 EUR,Mali-G57 MC2,2023,1,10850,0,164.8,79.2,382,2,0,1,0,0,1,0,ips lcd,60,5.65,82.4,63.1,1080,2160,427,android,mediatek,8,2,microsdxc,256,12,50
ulefone,ulefone_armor_x12_pro,GSM / HSPA / LTE,About 130 EUR,PowerVR GE8320,2023,1,4860,0,157.2,76.8,257,2,0,1,0,0,1,0,ips lcd,60,5.45,76.7,63.5,720,1440,295,android,mediatek,8,1.7,microsdxc,64,4,13
ulefone,ulefone_armor_pad,GSM / HSPA / LTE,About 200 EUR,PowerVR GE8320,2023,1,7650,1,213,128.8,560,2,0,1,0,0,1,0,ips lcd,60,8,185.6,67.6,800,1280,189,android,mediatek,8,1.5,microsdxc,64,4,13
ulefone,ulefone_armor_x12,GSM / HSPA / LTE,,PowerVR GE8320,2023,1,4860,0,157.2,76.8,257,2,0,1,0,0,1,0,ips lcd,60,5.45,76.7,63.5,720,1440,295,android,mediatek,4,2,microsdxc,32,3,13
